#domain,port,ioc,ip
ciuv.space,443,Possible BurpSuite Collaborator Domain (Unverified),51.75.74.168
ciuv.space,80,Possible BurpSuite Collaborator Domain (Unverified),51.75.74.168
civitasia.com,80,Possible DinDoor Domain (Unverified),23.94.252.16
cl.ara-sec.de,443,Possible BurpSuite Collaborator Domain (Unverified),116.202.121.27
cl.ara-sec.de,80,Possible BurpSuite Collaborator Domain (Unverified),116.202.121.27
click.1ateam.xyz,4321,Possible AdaptixC2 Domain (Unverified),194.182.87.116
client-channel.com,443,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
co.eh-srm.com,443,Possible BurpSuite Collaborator Domain (Unverified),54.75.57.132
co.mueller-soehne.com,443,Possible BurpSuite Collaborator Domain (Unverified),188.245.110.201
co.mueller-soehne.com,80,Possible BurpSuite Collaborator Domain (Unverified),188.245.110.201
col-webtest.nsd.li,443,Possible BurpSuite Collaborator Domain (Unverified),81.95.8.184
col-webtest.nsd.li,80,Possible BurpSuite Collaborator Domain (Unverified),81.95.8.184
col.ps.s10gu.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.68.102.23
colab.bbpvdp.uk,443,Possible BurpSuite Collaborator Domain (Unverified),89.117.52.233
colab.bbpvdp.uk,80,Possible BurpSuite Collaborator Domain (Unverified),89.117.52.233
colab.mindedsecurity.net,443,Possible BurpSuite Collaborator Domain (Unverified),15.160.236.199
colab.mindedsecurity.net,80,Possible BurpSuite Collaborator Domain (Unverified),15.160.236.199
colab.redopsninja.com,443,Possible BurpSuite Collaborator Domain (Unverified),13.114.110.246
colab.redopsninja.com,80,Possible BurpSuite Collaborator Domain (Unverified),13.114.110.246
coll.vultus.info,443,Possible BurpSuite Collaborator Domain (Unverified),18.231.140.168
coll.vultus.info,80,Possible BurpSuite Collaborator Domain (Unverified),18.231.140.168
colla.hnsec.it,443,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.hnsec.it,80,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.hnsec.it,8080,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.hnsec.it,8443,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.offsec-tnxt.net,443,Possible BurpSuite Collaborator Domain (Unverified),35.152.144.26
colla.offsec-tnxt.net,80,Possible BurpSuite Collaborator Domain (Unverified),35.152.144.26
collab.axispentest.com,80,Possible BurpSuite Collaborator Domain (Unverified),217.154.55.56
collab.baegmon.com,80,Possible BurpSuite Collaborator Domain (Unverified),150.230.10.241
collab.c14dd49h.ovh,443,Possible BurpSuite Collaborator Domain (Unverified),109.199.127.102
collab.c14dd49h.ovh,80,Possible BurpSuite Collaborator Domain (Unverified),109.199.127.102
collab.cdi.sh,443,Possible BurpSuite Collaborator Domain (Unverified),135.220.162.127
collab.cdi.sh,80,Possible BurpSuite Collaborator Domain (Unverified),135.220.162.127
collab.chaouane.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),144.91.88.206
collab.chaouane.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),144.91.88.206
collab.cipherix.fi,443,Possible BurpSuite Collaborator Domain (Unverified),164.90.180.119
collab.collabme.ca,443,Possible BurpSuite Collaborator Domain (Unverified),138.197.139.91
collab.collabme.ca,80,Possible BurpSuite Collaborator Domain (Unverified),138.197.139.91
collab.digi.ninja,443,Possible BurpSuite Collaborator Domain (Unverified),5.196.105.2
collab.digi.ninja,80,Possible BurpSuite Collaborator Domain (Unverified),5.196.105.2
collab.eht-global.net,443,Possible BurpSuite Collaborator Domain (Unverified),217.33.252.133
collab.eht-global.net,80,Possible BurpSuite Collaborator Domain (Unverified),217.33.252.133
collab.erasec.be,443,Possible BurpSuite Collaborator Domain (Unverified),165.22.93.22
collab.erasec.be,80,Possible BurpSuite Collaborator Domain (Unverified),165.22.93.22
collab.fsecuritas.com,443,Possible BurpSuite Collaborator Domain (Unverified),1.53.141.22
collab.fsecuritas.com,80,Possible BurpSuite Collaborator Domain (Unverified),1.53.141.22
collab.gainc.de,443,Possible BurpSuite Collaborator Domain (Unverified),40.113.50.89
collab.gainc.de,80,Possible BurpSuite Collaborator Domain (Unverified),40.113.50.89
collab.glitchscan.com,443,Possible BurpSuite Collaborator Domain (Unverified),143.198.36.223
collab.glitchscan.com,80,Possible BurpSuite Collaborator Domain (Unverified),143.198.36.223
collab.gmfredteam.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.227.57.88
collab.hawkislandsol.com,443,Possible BurpSuite Collaborator Domain (Unverified),157.245.219.145
collab.hawkislandsol.com,80,Possible BurpSuite Collaborator Domain (Unverified),157.245.219.145
collab.invokeshell.net,33443,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.invokeshell.net,3380,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.invokeshell.net,443,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.invokeshell.net,80,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.kjelltrell.com,21,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.kjelltrell.com,443,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.kjelltrell.com,445,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.kjelltrell.com,80,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.loggr.uk,443,Possible BurpSuite Collaborator Domain (Unverified),64.226.105.1
collab.loggr.uk,80,Possible BurpSuite Collaborator Domain (Unverified),64.226.105.1
collab.mb31.mb.pt.y-sec.org,443,Possible BurpSuite Collaborator Domain (Unverified),3.76.175.23
collab.mod0.ch,443,Possible BurpSuite Collaborator Domain (Unverified),212.51.144.131
collab.mod0.ch,80,Possible BurpSuite Collaborator Domain (Unverified),212.51.144.131
collab.mwr.zone,443,Possible BurpSuite Collaborator Domain (Unverified),13.247.241.54
collab.mwr.zone,80,Possible BurpSuite Collaborator Domain (Unverified),13.247.241.54
collab.nefariouscapers.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.234.20.79
collab.nefariouscapers.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.234.20.79
collab.offsec-lab.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),54.159.33.160
collab.omni.tools,80,Possible BurpSuite Collaborator Domain (Unverified),35.178.84.50
collab.onsecurity.tech,443,Possible BurpSuite Collaborator Domain (Unverified),142.93.47.161
collab.onsecurity.tech,80,Possible BurpSuite Collaborator Domain (Unverified),142.93.47.161
collab.pentrust.de,443,Possible BurpSuite Collaborator Domain (Unverified),195.201.131.136
collab.pentrust.de,80,Possible BurpSuite Collaborator Domain (Unverified),195.201.131.136
collab.pt-network.io,3380,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
collab.pt-network.io,443,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
collab.pt-network.io,80,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
collab.pwne.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),142.93.174.76
collab.pwne.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),142.93.174.76
collab.rara-af.fi,443,Possible BurpSuite Collaborator Domain (Unverified),185.20.136.109
collab.rougesquad.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.96.202.17
collab.secassur.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.89.232.140
collab.secassur.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.89.232.140
collab.sectest.io,443,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.sectest.io,80,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.securecookies.com,80,Possible BurpSuite Collaborator Domain (Unverified),142.93.167.147
collab.sekurno-poc.com,443,Possible BurpSuite Collaborator Domain (Unverified),165.227.170.169
collab.sekurno-poc.com,80,Possible BurpSuite Collaborator Domain (Unverified),165.227.170.169
collab.shellcoded.com,80,Possible BurpSuite Collaborator Domain (Unverified),217.160.88.19
collab.ssgllc.us,443,Possible BurpSuite Collaborator Domain (Unverified),165.227.26.79
collab.ssgllc.us,80,Possible BurpSuite Collaborator Domain (Unverified),165.227.26.79
collab.test-slcc.fr,443,Possible BurpSuite Collaborator Domain (Unverified),51.77.151.114
collab.test-slcc.fr,80,Possible BurpSuite Collaborator Domain (Unverified),51.77.151.114
collab.tevora.org,389,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.tevora.org,443,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.tevora.org,80,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.ttredteam.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.83.14.30
collab.urmcyber.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),167.99.92.95
collab.xanthus.dev,443,Possible BurpSuite Collaborator Domain (Unverified),35.182.250.134
collab.xanthus.dev,80,Possible BurpSuite Collaborator Domain (Unverified),35.182.250.134
collab.zyp3.com,8088,Possible BurpSuite Collaborator Domain (Unverified),178.18.249.161
collabo.oast-burp.site,80,Possible BurpSuite Collaborator Domain (Unverified),211.188.55.128
collaborateur.net,443,Possible BurpSuite Collaborator Domain (Unverified),52.25.65.218
collaborateur.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.25.65.218
collaborator-appsec.grabsecurity.com,443,Possible BurpSuite Collaborator Domain (Unverified),13.215.176.39
collaborator-appsec.grabsecurity.com,80,Possible BurpSuite Collaborator Domain (Unverified),13.215.176.39
collaborator.assured.se,443,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.assured.se,80,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.cyber-evaluation.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),107.172.137.224
collaborator.cyber-evaluation.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),107.172.137.224
collaborator.gmvaudit.es,443,Possible BurpSuite Collaborator Domain (Unverified),57.133.99.133
collaborator.gmvaudit.es,80,Possible BurpSuite Collaborator Domain (Unverified),57.133.99.133
collaborator.hckempresas.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.16.108.198
collaborator.hckempresas.com,80,Possible BurpSuite Collaborator Domain (Unverified),20.16.108.198
collaborator.hydra1337.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.156.85.44
collaborator.ionizetest.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.ionizetest.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.lanscope-as.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.lanscope-as.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.meowsec.co,443,Possible BurpSuite Collaborator Domain (Unverified),52.166.203.119
collaborator.meowsec.co,80,Possible BurpSuite Collaborator Domain (Unverified),52.166.203.119
collaborator.nviso.tools,80,Possible BurpSuite Collaborator Domain (Unverified),54.72.76.160
collaborator.proactivedefense.jp,443,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.proactivedefense.jp,80,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.prod.ts-callback-n9a4das2a.com,80,Possible BurpSuite Collaborator Domain (Unverified),16.171.226.61
collaborator.randoritest.fr,33443,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.randoritest.fr,3380,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.randoritest.fr,443,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.randoritest.fr,80,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.raveneye.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.raveneye.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.redlens.link,443,Possible BurpSuite Collaborator Domain (Unverified),34.231.38.158
collaborator.redlens.link,80,Possible BurpSuite Collaborator Domain (Unverified),34.231.38.158
collaborator.securexh.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.190.123.1
collaborator.securexh.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.190.123.1
collaborator.services.armadin.net,443,Possible BurpSuite Collaborator Domain (Unverified),136.114.0.95
collaborator.services.armadin.net,80,Possible BurpSuite Collaborator Domain (Unverified),136.114.0.95
collaborator.tempest.net.br,443,Possible BurpSuite Collaborator Domain (Unverified),35.83.41.170
collaborator.tempest.net.br,80,Possible BurpSuite Collaborator Domain (Unverified),35.83.41.170
collaborator.tmcyberutils.co.uk,80,Possible BurpSuite Collaborator Domain (Unverified),20.108.2.76
collaborator01.optivlabs.com,443,Possible BurpSuite Collaborator Domain (Unverified),168.215.65.90
collaborator01.optivlabs.com,80,Possible BurpSuite Collaborator Domain (Unverified),168.215.65.90
collabplz.afine.com,443,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabplz.afine.com,80,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabtest.secassur.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.239.161.247
collabtest.secassur.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.239.161.247
com.polizei.pl,443,Possible BurpSuite Collaborator Domain (Unverified),45.131.66.150
com.polizei.pl,80,Possible BurpSuite Collaborator Domain (Unverified),45.131.66.150
conceptatech.live,56003,Possible PureRAT Domain (Unverified),91.92.243.36
contact.rockcreekfiredistrict.org,443,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
contact.rockcreekfiredistrict.org,80,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
conventocristo.pt,5641,Possible AdaptixC2 Domain (Unverified),130.185.82.117
coolairkh.pp.ua,9443,Possible wstunnel Domain (Unverified),193.180.215.151
corvatech.org,11601,Possible Ligolo-ng Domain (Unverified),194.59.31.172
covenant.vip,2003,Possible Covenant Domain (Unverified),45.56.91.55
covenant.vip,2005,Possible Covenant Domain (Unverified),45.56.91.55
cpcalendars.liveforexoption.com,443,Possible Mythic Domain (Unverified),155.138.198.108
ctl.sk,443,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
ctl.sk,80,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
cxq.nz,443,Possible BurpSuite Collaborator Domain (Unverified),103.106.65.249
cxq.nz,80,Possible BurpSuite Collaborator Domain (Unverified),103.106.65.249
cyberfoort.nl,8834,Possible Hak5 Cloud C2 Domain (Unverified),95.179.135.253
cz3.in,443,Possible BurpSuite Collaborator Domain (Unverified),146.59.195.165
cz3.in,80,Possible BurpSuite Collaborator Domain (Unverified),146.59.195.165
d.huskpup.com,33443,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
d.huskpup.com,3380,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
d.huskpup.com,443,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
d.huskpup.com,80,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
d.vmbc.azure.rabo.cloud,443,Possible BurpSuite Collaborator Domain (Unverified),20.50.136.43
d.vmbc.azure.rabo.cloud,80,Possible BurpSuite Collaborator Domain (Unverified),20.50.136.43
damonvogel.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),192.227.249.141
dara-collab.com,443,Possible BurpSuite Collaborator Domain (Unverified),172.105.152.226
dashcam2.link,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.155
db.burpbis.com,443,Possible BurpSuite Collaborator Domain (Unverified),178.62.232.12
db.burpbis.com,80,Possible BurpSuite Collaborator Domain (Unverified),178.62.232.12
dbgcolab.xfcolab.ca,443,Possible BurpSuite Collaborator Domain (Unverified),64.140.126.59
de1.fistvpn.online,443,Possible CHAOS Domain (Unverified),144.31.106.168
de1.fistvpn.online,80,Possible CHAOS Domain (Unverified),144.31.106.168
dependencies.oastfy.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.231.52.128
derp.fuckeverything233.top,31337,Possible Sliver Domain (Unverified),45.125.67.196
derp.fuckeverything233.top,8888,Possible Sliver Domain (Unverified),45.125.67.196
device.dmr.online-pdf090459.ronchni.it,9000,Possible DevilGinx Domain (Unverified),185.212.128.59
devlocal.it,49379,Possible Metasploit Domain (Unverified),81.57.0.167
dh.ttrs7.cc,8848,Possible DcRat Domain (Unverified),143.92.61.231
dhsk.de5.net,18993,Possible wstunnel Domain (Unverified),85.194.243.117
dhsk.de5.net,55678,Possible wstunnel Domain (Unverified),85.194.243.117
direct.brucesinghinvest.icu,443,Possible SocGholish Domain (Unverified),51.15.16.116
dns1.flashpc.com,3790,Possible Metasploit Domain (Unverified),64.255.203.222
dolbocloud.mooo.com,2911,Possible AdaptixC2 Domain (Unverified),31.77.161.250
down.wwzz8899.com,44321,Possible AdaptixC2 Domain (Unverified),202.73.4.82
drieder.com,443,Possible BurpSuite Collaborator Domain (Unverified),83.137.117.44
drieder.com,80,Possible BurpSuite Collaborator Domain (Unverified),83.137.117.44
drop.pwny.world,12001,Possible Sliver Domain (Unverified),82.165.79.60
due.re,8080,Possible BurpSuite Collaborator Domain (Unverified),135.181.86.221
e-secureapp.com,443,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
e-secureapp.com,80,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
e.sigint.nyc,80,Possible BurpSuite Collaborator Domain (Unverified),206.189.205.156
ecommerce-fa.ru,8515,Possible AdaptixC2 Domain (Unverified),91.200.84.198
efeso.ddnsgeek.com,7707,Possible AsyncRAT Domain (Unverified),45.141.21.177
efeso.ddnsgeek.com,8808,Possible AsyncRAT Domain (Unverified),45.141.21.177
eh-srm.com,80,Possible BurpSuite Collaborator Domain (Unverified),54.75.57.132
epolpro.org,3790,Possible Metasploit Domain (Unverified),193.29.56.122
esapi.swiftlydetecting.com,7443,Possible Mythic Domain (Unverified),136.24.173.249
estrenosok.com,28481,Possible Ligolo-ng Domain (Unverified),192.169.7.110
excommunicado.forum,80,Possible DinDoor Domain (Unverified),87.58.199.75
f4z.me,443,Possible BurpSuite Collaborator Domain (Unverified),217.182.169.132
f4z.me,80,Possible BurpSuite Collaborator Domain (Unverified),217.182.169.132
falcon.sfy.nl,443,Possible BurpSuite Collaborator Domain (Unverified),37.17.216.149
farrow.me.uk,8095,Possible Hak5 Cloud C2 Domain (Unverified),212.227.251.175
fde.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),51.75.170.156
fde.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),51.75.170.156
flatt-security.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.199.141.94
floraand.com,80,Possible DinDoor Domain (Unverified),2.27.248.237
fortreumburp.net,443,Possible BurpSuite Collaborator Domain (Unverified),3.232.114.27
francodp.dyndns.tv,9002,Possible Brute Ratel C4 Domain (Unverified),93.66.148.17
freshcraf.com,80,Possible DinDoor Domain (Unverified),23.94.252.87
fuggedaboutit.forum,80,Possible DinDoor Domain (Unverified),94.26.0.7
fujeigroup.com,80,Possible AsyncRAT Domain (Unverified),195.177.94.101
fvksef.devagroup.com.pl,8881,Possible Pyramid Domain (Unverified),54.38.94.225
fvraport.devagroup.com.pl,8880,Possible Pyramid Domain (Unverified),54.38.94.225
game.mniverse.com,4443,Possible BurpSuite Collaborator Domain (Unverified),49.0.66.52
git.yaypixxo.com,3080,Possible Hak5 Cloud C2 Domain (Unverified),172.105.85.61
github.realmicrosoftest.com,45231,Possible AdaptixC2 Domain (Unverified),83.229.120.106
gldbrt.com,22,Possible AsyncRAT Domain (Unverified),213.209.159.91
gldbrt.com,4556,Possible AsyncRAT Domain (Unverified),213.209.159.91
golpherpay.com,56001,Possible PureRAT Domain (Unverified),94.154.32.8
golpherpay.com,56002,Possible PureRAT Domain (Unverified),94.154.32.8
greedfortrip.com,443,Possible DinDoor Domain (Unverified),209.99.190.97
groomleaf.com,80,Possible DinDoor Domain (Unverified),93.152.223.158
groomnook.com,80,Possible DinDoor Domain (Unverified),2.27.248.234
hacktics.boo,443,Possible BurpSuite Collaborator Domain (Unverified),135.236.154.125
hacktics.boo,80,Possible BurpSuite Collaborator Domain (Unverified),135.236.154.125
harryhacker.fi,80,Possible BurpSuite Collaborator Domain (Unverified),37.16.105.123
hendakhelifi.com,443,Possible DinDoor Domain (Unverified),179.43.169.8
hmcshd.rx989.com,10888,Possible PureRAT Domain (Unverified),183.90.187.73
hmcshd.rx989.com,2025,Possible PureRAT Domain (Unverified),183.90.187.73
hmcshd.rx989.com,443,Possible PureRAT Domain (Unverified),183.90.187.73
hnrvrve.toshka.co.uk,443,Possible Evilginx/EvilGoPhish Domain (Unverified),169.58.12.228
hotdog.ng-vtt.com,443,Possible BurpSuite Collaborator Domain (Unverified),40.81.131.0
hotdog.ng-vtt.com,80,Possible BurpSuite Collaborator Domain (Unverified),40.81.131.0
hotel14.club,8080,Possible Hak5 Cloud C2 Domain (Unverified),184.72.240.125
hsbc.beer,8443,Possible Havoc Domain (Unverified),20.2.140.201
hunt.wolfpacksecurity.co,443,Possible BurpSuite Collaborator Domain (Unverified),3.17.46.85
hunt.wolfpacksecurity.co,80,Possible BurpSuite Collaborator Domain (Unverified),3.17.46.85
hxza.asia,3790,Possible Metasploit Domain (Unverified),82.157.6.98
hy.medusadomino.net,8181,Possible wstunnel Domain (Unverified),54.151.202.160
hylgeai.com,8082,Possible Deimos Domain (Unverified),8.217.217.243
i.slurpthe.net,80,Possible BurpSuite Collaborator Domain (Unverified),44.196.222.104
ileracaspsl.site,80,Possible DinDoor Domain (Unverified),193.24.123.25
img1.everyhub.top,51106,Possible wstunnel Domain (Unverified),128.204.223.95
infotest.jp,443,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.150
infotest.jp,80,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.150
innovationbuilder.site,56003,Possible PureRAT Domain (Unverified),195.177.94.233
internal.pingbackmetrics.com,443,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.106
internal.pingbackmetrics.com,443,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.107
internal.pingbackmetrics.com,80,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.106
intrudir.zip,443,Possible BurpSuite Collaborator Domain (Unverified),154.53.54.17
intrudir.zip,80,Possible BurpSuite Collaborator Domain (Unverified),154.53.54.17
ioo.re.mw,55682,Possible wstunnel Domain (Unverified),128.204.223.112
ipv4.ippug.com,443,Possible Ligolo-ng Domain (Unverified),38.80.148.157
iss.0x27.top,443,Possible BurpSuite Collaborator Domain (Unverified),49.235.104.231
isvr.duckdns.org,51123,Possible AsyncRAT Domain (Unverified),93.233.109.96
isvr.duckdns.org,51125,Possible AsyncRAT Domain (Unverified),93.233.109.96
iwannasmilenow.com,80,Possible DinDoor Domain (Unverified),2.27.248.61
j0w.co,443,Possible BurpSuite Collaborator Domain (Unverified),135.125.1.85
j0w.co,80,Possible BurpSuite Collaborator Domain (Unverified),135.125.1.85
jialiang.ren,11311,Possible Ligolo-ng Domain (Unverified),47.99.68.2
jj2.pw,443,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
js.innovativesecurity.org,443,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
js.innovativesecurity.org,80,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
k.x1qq.com,443,Possible BurpSuite Collaborator Domain (Unverified),68.64.182.17
k.x1qq.com,80,Possible BurpSuite Collaborator Domain (Unverified),68.64.182.17
karpatiat.net,443,Possible BurpSuite Collaborator Domain (Unverified),94.237.12.223
kera368.monitoring.mariadb.com,11601,Possible Ligolo-ng Domain (Unverified),94.237.68.71
kinezziovirtualmemory.com,80,Possible DinDoor Domain (Unverified),91.92.43.193
knife.aikitchtech.com,443,Possible DinDoor Domain (Unverified),31.76.96.195
kpa.pw,443,Possible BurpSuite Collaborator Domain (Unverified),37.60.241.125
kpa.pw,80,Possible BurpSuite Collaborator Domain (Unverified),37.60.241.125
krollab.kroll-testing.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.97.181.133
krollab.kroll-testing.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.97.181.133
l4j.me,80,Possible BurpSuite Collaborator Domain (Unverified),51.91.79.105
la.west.usa.torguardvpnaccess.com,7080,Possible DcRat Domain (Unverified),146.70.49.10
leodsoft.site,11601,Possible Ligolo-ng Domain (Unverified),45.133.210.173
lh6.gloggs.divesrscosupply.com,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),162.35.105.100
lima.pt3.io,443,Possible BurpSuite Collaborator Domain (Unverified),142.132.235.229
lima.pt3.io,80,Possible BurpSuite Collaborator Domain (Unverified),142.132.235.229
linkedinr.com,80,Possible DinDoor Domain (Unverified),93.152.223.242
links.automation-bms.com,443,Possible Ligolo-ng Domain (Unverified),20.121.198.242
liveinvite.top,4321,Possible AdaptixC2 Domain (Unverified),107.173.160.185
ln38.ln.pt.y-sec.org,443,Possible BurpSuite Collaborator Domain (Unverified),63.186.89.51
localghost.world,65321,Possible AdaptixC2 Domain (Unverified),107.175.87.234
localgroom.com,80,Possible DinDoor Domain (Unverified),2.27.248.236
localtress.com,80,Possible DinDoor Domain (Unverified),93.152.223.159
log.zyp3.com,8443,Possible BurpSuite Collaborator Domain (Unverified),178.18.249.161
login-mailgun.xyz,443,Possible PureRAT Domain (Unverified),217.60.195.197
login-mailgun.xyz,56001,Possible PureRAT Domain (Unverified),217.60.195.197
login-mailgun.xyz,56002,Possible PureRAT Domain (Unverified),217.60.195.197
login-mailgun.xyz,56003,Possible PureRAT Domain (Unverified),217.60.195.197
login.ail-portale-hr.ch,11601,Possible Ligolo-ng Domain (Unverified),89.116.31.27
login.huld.mail-security.org,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),64.199.252.59
logincdn.prefcem.com,10002,Possible Evilginx/EvilGoPhish Domain (Unverified),70.153.18.45
loginii.varrysections.digital,443,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
loginii.varrysections.digital,80,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
lookup.center,389,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
lookup.center,80,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
lsg.dev,443,Possible BurpSuite Collaborator Domain (Unverified),20.121.57.155
mail.burp.schellman.info,443,Possible BurpSuite Collaborator Domain (Unverified),34.233.59.171
mail.burpcollab.gremwell.com,80,Possible BurpSuite Collaborator Domain (Unverified),151.106.50.58
mail.collaborator.chaosgnome.ninja,80,Possible BurpSuite Collaborator Domain (Unverified),44.230.244.199
mail.ethiopianitpark.com,8080,Possible AdaptixC2 Domain (Unverified),164.160.187.69
mail.legionhosting.co.uk,3790,Possible Metasploit Domain (Unverified),79.137.34.141
mail.mail.mail.mail.mail.bf.gy,443,Possible BurpSuite Collaborator Domain (Unverified),52.11.119.103
mail.mail.mail.mail.mail.bf.gy,80,Possible BurpSuite Collaborator Domain (Unverified),52.11.119.103
mail.mail.mail.mail.mail.mail.mail.burp.mtest.no,443,Possible BurpSuite Collaborator Domain (Unverified),94.127.56.232
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.cqo.ch,80,Possible BurpSuite Collaborator Domain (Unverified),195.49.25.218
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.burp.mtest.no,80,Possible BurpSuite Collaborator Domain (Unverified),94.127.56.232
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns7.net-spi.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.net-spi.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
