#domain,port,ioc,ip
client-channel.com,389,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
client-channel.com,443,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
co.eh-srm.com,443,Possible BurpSuite Collaborator Domain (Unverified),54.75.57.132
coffeebnjqwias.cafe,4321,Possible AdaptixC2 Domain (Unverified),154.13.7.196
cohk.snakelhb.top,10211,Possible wstunnel Domain (Unverified),45.87.102.10
col.ps.s10gu.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.68.102.23
col.ps.s10gu.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.68.102.23
colab.bbpvdp.uk,80,Possible BurpSuite Collaborator Domain (Unverified),89.117.52.233
colab.mindedsecurity.net,443,Possible BurpSuite Collaborator Domain (Unverified),15.160.236.199
colab.mindedsecurity.net,80,Possible BurpSuite Collaborator Domain (Unverified),15.160.236.199
colab.redopsninja.com,443,Possible BurpSuite Collaborator Domain (Unverified),13.114.110.246
colab.redopsninja.com,80,Possible BurpSuite Collaborator Domain (Unverified),13.114.110.246
colla.borator.net,80,Possible BurpSuite Collaborator Domain (Unverified),134.149.64.105
colla.hnsec.it,8080,Possible BurpSuite Collaborator Domain (Unverified),54.36.236.69
colla.offsec-tnxt.net,443,Possible BurpSuite Collaborator Domain (Unverified),35.152.144.26
colla.offsec-tnxt.net,80,Possible BurpSuite Collaborator Domain (Unverified),35.152.144.26
collab.b8.ee,443,Possible BurpSuite Collaborator Domain (Unverified),18.222.224.220
collab.b8.ee,80,Possible BurpSuite Collaborator Domain (Unverified),18.222.224.220
collab.baegmon.com,443,Possible BurpSuite Collaborator Domain (Unverified),150.230.10.241
collab.baegmon.com,80,Possible BurpSuite Collaborator Domain (Unverified),150.230.10.241
collab.bbp-cloud.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),172.237.128.179
collab.bbp-cloud.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),172.237.128.179
collab.bbp-cloud.xyz,8080,Possible BurpSuite Collaborator Domain (Unverified),172.237.128.179
collab.bbp-cloud.xyz,8443,Possible BurpSuite Collaborator Domain (Unverified),172.237.128.179
collab.c14dd49h.ovh,443,Possible BurpSuite Collaborator Domain (Unverified),109.199.127.102
collab.c14dd49h.ovh,80,Possible BurpSuite Collaborator Domain (Unverified),109.199.127.102
collab.cdi.sh,443,Possible BurpSuite Collaborator Domain (Unverified),135.220.162.127
collab.cdi.sh,80,Possible BurpSuite Collaborator Domain (Unverified),135.220.162.127
collab.chaouane.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),144.91.88.206
collab.cyberis-testing.site,443,Possible BurpSuite Collaborator Domain (Unverified),18.168.98.186
collab.digi.ninja,443,Possible BurpSuite Collaborator Domain (Unverified),5.196.105.2
collab.erasec.be,443,Possible BurpSuite Collaborator Domain (Unverified),165.22.93.22
collab.erasec.be,80,Possible BurpSuite Collaborator Domain (Unverified),165.22.93.22
collab.gainc.de,443,Possible BurpSuite Collaborator Domain (Unverified),40.113.50.89
collab.gainc.de,80,Possible BurpSuite Collaborator Domain (Unverified),40.113.50.89
collab.hawkislandsol.com,443,Possible BurpSuite Collaborator Domain (Unverified),157.245.219.145
collab.hawkislandsol.com,80,Possible BurpSuite Collaborator Domain (Unverified),157.245.219.145
collab.invokeshell.net,3380,Possible BurpSuite Collaborator Domain (Unverified),165.22.72.64
collab.iteratec.de,443,Possible BurpSuite Collaborator Domain (Unverified),49.13.147.69
collab.iteratec.de,80,Possible BurpSuite Collaborator Domain (Unverified),49.13.147.69
collab.kjelltrell.com,445,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.kjelltrell.com,80,Possible BurpSuite Collaborator Domain (Unverified),188.126.71.97
collab.ln38.ln.pt.y-sec.org,443,Possible BurpSuite Collaborator Domain (Unverified),63.186.89.51
collab.ln38.ln.pt.y-sec.org,80,Possible BurpSuite Collaborator Domain (Unverified),63.186.89.51
collab.loggr.uk,443,Possible BurpSuite Collaborator Domain (Unverified),64.226.105.1
collab.loggr.uk,80,Possible BurpSuite Collaborator Domain (Unverified),64.226.105.1
collab.mod0.ch,443,Possible BurpSuite Collaborator Domain (Unverified),212.51.144.131
collab.mod0.ch,80,Possible BurpSuite Collaborator Domain (Unverified),212.51.144.131
collab.mwr.zone,443,Possible BurpSuite Collaborator Domain (Unverified),13.247.241.54
collab.mwr.zone,80,Possible BurpSuite Collaborator Domain (Unverified),13.247.241.54
collab.nefariouscapers.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.234.20.79
collab.nefariouscapers.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.234.20.79
collab.offsec-lab.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),54.159.33.160
collab.onsecurity.tech,443,Possible BurpSuite Collaborator Domain (Unverified),142.93.47.161
collab.onsecurity.tech,80,Possible BurpSuite Collaborator Domain (Unverified),142.93.47.161
collab.pt-network.io,3380,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
collab.pt-network.io,443,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
collab.pt-network.io,80,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
collab.pwne.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),142.93.174.76
collab.pwne.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),142.93.174.76
collab.rara-af.fi,443,Possible BurpSuite Collaborator Domain (Unverified),185.20.136.109
collab.rara-af.fi,80,Possible BurpSuite Collaborator Domain (Unverified),185.20.136.109
collab.rougesquad.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.96.202.17
collab.secassur.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.89.232.140
collab.secassur.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.89.232.140
collab.sectest.io,443,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.sectest.io,80,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.sekurno-poc.com,80,Possible BurpSuite Collaborator Domain (Unverified),165.227.170.169
collab.shellcoded.com,443,Possible BurpSuite Collaborator Domain (Unverified),217.160.88.19
collab.shellcoded.com,80,Possible BurpSuite Collaborator Domain (Unverified),217.160.88.19
collab.ssrf.fi,443,Possible BurpSuite Collaborator Domain (Unverified),80.69.172.139
collab.ssrf.fi,80,Possible BurpSuite Collaborator Domain (Unverified),80.69.172.139
collab.tcyber.net,443,Possible BurpSuite Collaborator Domain (Unverified),3.106.166.29
collab.tcyber.net,80,Possible BurpSuite Collaborator Domain (Unverified),3.106.166.29
collab.ttredteam.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.83.14.30
collab.vpn.s-force.nl,443,Possible BurpSuite Collaborator Domain (Unverified),149.210.173.3
collab.zeroday.dk,443,Possible BurpSuite Collaborator Domain (Unverified),159.223.217.104
collaborateur.net,443,Possible BurpSuite Collaborator Domain (Unverified),52.25.65.218
collaborateur.net,80,Possible BurpSuite Collaborator Domain (Unverified),52.25.65.218
collaborator-appsec.grabsecurity.com,443,Possible BurpSuite Collaborator Domain (Unverified),13.215.176.39
collaborator-appsec.grabsecurity.com,80,Possible BurpSuite Collaborator Domain (Unverified),13.215.176.39
collaborator.assured.se,443,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.assured.se,80,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.cyber-evaluation.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),107.172.137.224
collaborator.cyscssidcra.com,443,Possible BurpSuite Collaborator Domain (Unverified),213.61.195.42
collaborator.cyscssidcra.com,80,Possible BurpSuite Collaborator Domain (Unverified),213.61.195.42
collaborator.hckempresas.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.16.108.198
collaborator.hydra1337.com,443,Possible BurpSuite Collaborator Domain (Unverified),18.156.85.44
collaborator.hydra1337.com,80,Possible BurpSuite Collaborator Domain (Unverified),18.156.85.44
collaborator.ionizetest.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.ionizetest.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.lanscope-as.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.lanscope-as.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.proactivedefense.jp,443,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.proactivedefense.jp,80,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.prod.ts-callback-n9a4das2a.com,80,Possible BurpSuite Collaborator Domain (Unverified),16.171.226.61
collaborator.randoritest.fr,443,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.raveneye.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.raveneye.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.redlens.link,443,Possible BurpSuite Collaborator Domain (Unverified),34.231.38.158
collaborator.services.armadin.net,80,Possible BurpSuite Collaborator Domain (Unverified),136.114.0.95
collaborator.tempest.net.br,443,Possible BurpSuite Collaborator Domain (Unverified),35.83.41.170
collaborator.tempest.net.br,80,Possible BurpSuite Collaborator Domain (Unverified),35.83.41.170
collaborator.tmcyberutils.co.uk,443,Possible BurpSuite Collaborator Domain (Unverified),20.108.2.76
collaborator.tmcyberutils.co.uk,80,Possible BurpSuite Collaborator Domain (Unverified),20.108.2.76
collaborator01.optivlabs.com,443,Possible BurpSuite Collaborator Domain (Unverified),168.215.65.90
collaborator01.optivlabs.com,80,Possible BurpSuite Collaborator Domain (Unverified),168.215.65.90
collabplz.afine.com,443,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabplz.afine.com,80,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabtest.secassur.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.239.161.247
collabtest.secassur.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.239.161.247
comas.sells-it.net,7707,Possible AsyncRAT Domain (Unverified),194.26.192.153
contact.rockcreekfiredistrict.org,443,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
contact.rockcreekfiredistrict.org,80,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
content.lifecycle.varrysections.digital,443,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
content.lifecycle.varrysections.digital,80,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
contracte.fli.ro,3790,Possible Metasploit Domain (Unverified),82.23.183.184
cpcalendars.liveforexoption.com,443,Possible Mythic Domain (Unverified),155.138.198.108
ctl.sk,443,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
ctl.sk,80,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
cxq.nz,443,Possible BurpSuite Collaborator Domain (Unverified),103.106.65.249
cxq.nz,80,Possible BurpSuite Collaborator Domain (Unverified),103.106.65.249
cyber-security-lab.net,443,Possible Hak5 Cloud C2 Domain (Unverified),152.53.131.80
cyber-security-lab.net,8080,Possible Hak5 Cloud C2 Domain (Unverified),152.53.131.80
cz3.in,443,Possible BurpSuite Collaborator Domain (Unverified),146.59.195.165
d.huskpup.com,443,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
damonvogel.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),192.227.249.141
dara-collab.com,443,Possible BurpSuite Collaborator Domain (Unverified),172.105.152.226
dara-collab.com,80,Possible BurpSuite Collaborator Domain (Unverified),172.105.152.226
dashboard.mgmsp-lab.com,443,Possible BurpSuite Collaborator Domain (Unverified),81.169.176.36
dashboard.mgmsp-lab.com,80,Possible BurpSuite Collaborator Domain (Unverified),81.169.176.36
datashield.systems,443,Possible BurpSuite Collaborator Domain (Unverified),135.125.1.85
datashield.systems,80,Possible BurpSuite Collaborator Domain (Unverified),135.125.1.85
de1.fistvpn.online,443,Possible CHAOS Domain (Unverified),144.31.106.168
de1.fistvpn.online,80,Possible CHAOS Domain (Unverified),144.31.106.168
derp.fuckeverything233.top,31337,Possible Sliver Domain (Unverified),45.125.67.196
derp.fuckeverything233.top,8888,Possible Sliver Domain (Unverified),45.125.67.196
dev.926.cam,8888,Possible Supershell Domain (Unverified),103.118.247.74
device.dmr.donewith.factdocspro90.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.233
device.dmr.donewith.factdocspro90.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.233
devlocal.it,49379,Possible Metasploit Domain (Unverified),81.57.0.167
direct.brucesinghinvest.icu,443,Possible SocGholish Domain (Unverified),51.15.16.116
dns0.bbhunting.com,6008,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
dns0.bbhunting.com,6081,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
dolbocloud.mooo.com,5667,Possible AdaptixC2 Domain (Unverified),31.77.161.250
dotfoods.cobbertechforex.net,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),84.247.141.236
dpsk5.kjj.one,56001,Possible PureRAT Domain (Unverified),137.220.194.12
dpsk5.kjj.one,56002,Possible PureRAT Domain (Unverified),137.220.194.12
drop.pwny.world,12001,Possible Sliver Domain (Unverified),82.165.79.60
drop.pwny.world,12002,Possible Sliver Domain (Unverified),82.165.79.60
due.re,443,Possible BurpSuite Collaborator Domain (Unverified),135.181.86.221
due.re,8000,Possible BurpSuite Collaborator Domain (Unverified),135.181.86.221
due.re,8080,Possible BurpSuite Collaborator Domain (Unverified),135.181.86.221
due.re,8443,Possible BurpSuite Collaborator Domain (Unverified),135.181.86.221
e-secureapp.com,443,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
e-secureapp.com,80,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
e.sigint.nyc,443,Possible BurpSuite Collaborator Domain (Unverified),206.189.205.156
e.sigint.nyc,80,Possible BurpSuite Collaborator Domain (Unverified),206.189.205.156
ecommerce-fa.ru,8515,Possible AdaptixC2 Domain (Unverified),91.200.84.198
efeso.ddnsgeek.com,7707,Possible AsyncRAT Domain (Unverified),45.141.21.177
efeso.ddnsgeek.com,8808,Possible AsyncRAT Domain (Unverified),45.141.21.177
eh-srm.com,80,Possible BurpSuite Collaborator Domain (Unverified),54.75.57.132
ehtlab.com,443,Possible BurpSuite Collaborator Domain (Unverified),217.33.252.133
ehtlab.com,80,Possible BurpSuite Collaborator Domain (Unverified),217.33.252.133
esdvx.com,28481,Possible Ligolo-ng Domain (Unverified),192.64.119.191
excommunicado.forum,80,Possible DinDoor Domain (Unverified),87.58.199.75
exe.cool,4443,Possible Havoc Domain (Unverified),178.128.14.67
f4z.me,443,Possible BurpSuite Collaborator Domain (Unverified),217.182.169.132
f4z.me,80,Possible BurpSuite Collaborator Domain (Unverified),217.182.169.132
falcon.sfy.nl,443,Possible BurpSuite Collaborator Domain (Unverified),37.17.216.149
fde.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),51.75.170.156
fde.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),51.75.170.156
files.scoutingsystem.com,80,Possible BurpSuite Collaborator Domain (Unverified),206.81.17.217
firstanz.cc,443,Possible Ransomhub Python C2 Domain (Unverified),38.146.28.93
firstanz.cc,8000,Possible Ransomhub Python C2 Domain (Unverified),38.146.28.93
fleuraia.com,80,Possible DinDoor Domain (Unverified),93.152.223.159
floraand.com,80,Possible DinDoor Domain (Unverified),2.27.248.237
freshcraf.com,80,Possible DinDoor Domain (Unverified),23.94.252.87
fsoc.it,9000,Possible BurpSuite Collaborator Domain (Unverified),51.158.168.77
fuggedaboutit.forum,80,Possible DinDoor Domain (Unverified),94.26.0.7
fujeigroup.com,443,Possible AsyncRAT Domain (Unverified),195.177.94.101
fujeigroup.com,80,Possible AsyncRAT Domain (Unverified),195.177.94.101
g.sst.drv.jy.emproduction.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.170
g.sst.drv.jy.emproduction.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.170
gfsverify.com,4000,Possible Evilginx/EvilGoPhish Domain (Unverified),43.162.114.107
gifted-torvalds.34-94-66-132.plesk.page,3232,Possible Reverse_SSH Domain (Unverified),34.94.66.132
glassfyuserwork.com,80,Possible DinDoor Domain (Unverified),141.255.164.33
gldbrt.com,22,Possible AsyncRAT Domain (Unverified),213.209.159.91
gldbrt.com,443,Possible PureRAT Domain (Unverified),213.209.159.91
gldbrt.com,4556,Possible AsyncRAT Domain (Unverified),213.209.159.91
golnk.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),91.120.23.153
grafana.protection.click,443,Possible BurpSuite Collaborator Domain (Unverified),100.28.250.230
greedfortrip.com,443,Possible DinDoor Domain (Unverified),209.99.190.97
groomleaf.com,80,Possible DinDoor Domain (Unverified),93.152.223.158
hacktics.boo,80,Possible BurpSuite Collaborator Domain (Unverified),135.236.154.125
harryhacker.fi,80,Possible BurpSuite Collaborator Domain (Unverified),37.16.105.123
hb3k.info,56001,Possible PureRAT Domain (Unverified),45.192.226.20
hb3k.info,56002,Possible PureRAT Domain (Unverified),45.192.226.20
healthydefinitetrunk.com,80,Possible DinDoor Domain (Unverified),138.124.240.77
heatmr.tech,3232,Possible Reverse_SSH Domain (Unverified),195.24.64.6
hendakhelifi.com,443,Possible DinDoor Domain (Unverified),179.43.169.8
hereiam.s.qp.gy,8080,Possible BurpSuite Collaborator Domain (Unverified),34.246.30.37
hmcshd.rx989.com,2025,Possible PureRAT Domain (Unverified),183.90.187.73
hocr.pug.gs,50003,Possible AdaptixC2 Domain (Unverified),202.191.67.71
hotdog.ng-vtt.com,80,Possible BurpSuite Collaborator Domain (Unverified),40.81.131.0
hotel14.club,8080,Possible Hak5 Cloud C2 Domain (Unverified),184.72.240.125
houmakoskg.com,55012,Possible PureRAT Domain (Unverified),45.74.15.196
hsbc.beer,8443,Possible Havoc Domain (Unverified),20.2.140.201
huhan3.dynv6.net,18993,Possible wstunnel Domain (Unverified),85.194.243.117
huibaidao.com,7443,Possible Mythic Domain (Unverified),154.38.116.247
hunt.wolfpacksecurity.co,443,Possible BurpSuite Collaborator Domain (Unverified),3.17.46.85
hunt.wolfpacksecurity.co,80,Possible BurpSuite Collaborator Domain (Unverified),3.17.46.85
hxza.asia,3790,Possible Metasploit Domain (Unverified),82.157.6.98
i.pelenq.by,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),178.172.173.84
i.slurpthe.net,443,Possible BurpSuite Collaborator Domain (Unverified),44.196.222.104
i.slurpthe.net,80,Possible BurpSuite Collaborator Domain (Unverified),44.196.222.104
i.welp.my,11601,Possible Ligolo-ng Domain (Unverified),196.251.121.120
i.ywh.at,443,Possible BurpSuite Collaborator Domain (Unverified),51.210.233.219
i.ywh.at,80,Possible BurpSuite Collaborator Domain (Unverified),51.210.233.219
ib-sg.org,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),46.101.77.223
idp.jialiang.ren,11311,Possible Ligolo-ng Domain (Unverified),47.99.68.2
infotest.jp,443,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.150
infotest.jp,443,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.158
infotest.jp,80,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.150
infotest.jp,80,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.158
investitaly.online,8080,Possible Ligolo-ng Domain (Unverified),64.111.92.7
ip6v.com,2096,Possible Reverse_SSH Domain (Unverified),118.107.44.140
isvr.duckdns.org,51123,Possible AsyncRAT Domain (Unverified),93.233.109.96
isvr.duckdns.org,51125,Possible AsyncRAT Domain (Unverified),93.233.109.96
iuj.pw,80,Possible BurpSuite Collaborator Domain (Unverified),54.37.136.82
jaisalmerbookings.com,3790,Possible Metasploit Domain (Unverified),51.195.105.59
jitsi-sv.dedyn.io,4043,Possible wstunnel Domain (Unverified),89.147.110.44
jj2.pw,80,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
js.innovativesecurity.org,443,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
js.innovativesecurity.org,80,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
js.protechdefensesolutions.com,443,Possible BurpSuite Collaborator Domain (Unverified),54.161.221.240
js.protechdefensesolutions.com,80,Possible BurpSuite Collaborator Domain (Unverified),54.161.221.240
k.x1qq.com,443,Possible BurpSuite Collaborator Domain (Unverified),68.64.182.17
karpatiat.net,443,Possible BurpSuite Collaborator Domain (Unverified),94.237.12.223
kenmerkchat.com,443,Possible PureRAT Domain (Unverified),217.60.195.139
kenmerkchat.com,56002,Possible PureRAT Domain (Unverified),217.60.195.139
kksss.lol,56001,Possible PureRAT Domain (Unverified),186.240.202.85
kksss.lol,56002,Possible PureRAT Domain (Unverified),186.240.202.85
kpa.pw,80,Possible BurpSuite Collaborator Domain (Unverified),37.60.241.125
krollab.kroll-testing.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.97.181.133
krollab.kroll-testing.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.97.181.133
kurodanastw.direct.quickconnect.to,9000,Possible Ligolo-ng Domain (Unverified),114.32.125.20
ky001.cloudns.be,18993,Possible wstunnel Domain (Unverified),128.204.223.99
l4j.me,80,Possible BurpSuite Collaborator Domain (Unverified),51.91.79.105
linkdhen.com,80,Possible DinDoor Domain (Unverified),93.152.223.242
login.securitynotification.net,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),64.199.252.59
luinnl.uk,443,Possible wstunnel Domain (Unverified),141.105.143.82
lulugoing.top,5443,Possible wstunnel Domain (Unverified),50.114.55.182
m.dune.industrydocspro980.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.51
m.dune.industrydocspro980.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.51
mail.legionhosting.co.uk,3790,Possible Metasploit Domain (Unverified),79.137.34.141
mail.mail.mail.collaborator.chaosgnome.ninja,80,Possible BurpSuite Collaborator Domain (Unverified),44.230.244.199
mail.mail.mail.mail.mail.burp.mpt.veracodelabs.com,443,Possible BurpSuite Collaborator Domain (Unverified),34.195.200.154
mail.mail.mail.mail.mail.burp.mpt.veracodelabs.com,80,Possible BurpSuite Collaborator Domain (Unverified),34.195.200.154
mail.mail.mail.mail.mail.burpcol.versprite.services,443,Possible BurpSuite Collaborator Domain (Unverified),50.116.39.56
mail.mail.mail.mail.mail.burpcol.versprite.services,80,Possible BurpSuite Collaborator Domain (Unverified),50.116.39.56
mail.mail.mail.mail.mail.mail.exchange.net-spi.com,80,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.burp.mtest.no,80,Possible BurpSuite Collaborator Domain (Unverified),94.127.56.232
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.exchange.net-spi.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.collab.threatunit.net,80,Possible BurpSuite Collaborator Domain (Unverified),44.206.215.180
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bf.gy,443,Possible BurpSuite Collaborator Domain (Unverified),52.11.119.103
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bf.gy,80,Possible BurpSuite Collaborator Domain (Unverified),52.11.119.103
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns3.aurainfosec-test.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.65.148.12
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.col.atredinomine.com,80,Possible BurpSuite Collaborator Domain (Unverified),34.237.54.93
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.ywrzzg.com,3380,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.ywrzzg.com,443,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.ywrzzg.com,80,Possible BurpSuite Collaborator Domain (Unverified),162.243.108.120
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bc.on2.us,443,Possible BurpSuite Collaborator Domain (Unverified),104.155.53.206
mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.collaborator.chaosgnome.ninja,443,Possible BurpSuite Collaborator Domain (Unverified),44.230.244.199
mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.wiz8.com,443,Possible BurpSuite Collaborator Domain (Unverified),12.110.86.134
mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.wiz8.com,80,Possible BurpSuite Collaborator Domain (Unverified),12.110.86.134
mail.mail.mail.mail.mail.mail.mail.mail.mail.x.scrt.pl,80,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
mail.mail.mail.mail.mail.mail.mail.mail.mail.x.scrt.pl,8080,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
mail.mail.mail.mail.mail.mail.mail.mail.mail.x.scrt.pl,8443,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
mail.mail.mail.mail.mail.mail.ns1.burp.mtest.no,443,Possible BurpSuite Collaborator Domain (Unverified),94.127.56.232
mail.mail.mail.mail.mail.ns.b.4a.io,443,Possible BurpSuite Collaborator Domain (Unverified),91.107.199.191
mail.mail.mail.mail.mail.ns.b.4a.io,80,Possible BurpSuite Collaborator Domain (Unverified),91.107.199.191
mail.mail.mail.mail.mta-sts.mail.coallaborator.net,443,Possible BurpSuite Collaborator Domain (Unverified),34.205.242.255
mail.mail.mail.mail.mta-sts.mail.coallaborator.net,80,Possible BurpSuite Collaborator Domain (Unverified),34.205.242.255
mail.mail.mail.mta-sts.mail.mail.mail.mail.mail.bhisco.com,80,Possible BurpSuite Collaborator Domain (Unverified),138.197.202.65
mail.mail.mail.mta-sts.mail.mail.mail.mail.mail.mail.mail.mail.bhisco.com,443,Possible BurpSuite Collaborator Domain (Unverified),138.197.202.65
mail.mail.testdnscoll.testlt.pl,443,Possible BurpSuite Collaborator Domain (Unverified),85.255.10.103
mail.mail.testdnscoll.testlt.pl,80,Possible BurpSuite Collaborator Domain (Unverified),85.255.10.103
mail.pc-service.at,443,Possible NetSupportRAT Domain (Unverified),159.69.46.0
mail.roaf-gov-ro.casa,443,Possible Havoc Domain (Unverified),198.13.158.57
mail1.dickson.com.hk,443,Possible Bianlian Go Trojan Domain (Unverified),59.152.212.164
mail3.focofiscal.store,443,Possible Ligolo-ng Domain (Unverified),77.83.199.249
mall.christianolivo.com,56002,Possible PureRAT Domain (Unverified),192.252.187.56
map.pwny.world,1336,Possible Sliver Domain (Unverified),82.165.79.60
map.pwny.world,31337,Possible Sliver Domain (Unverified),82.165.79.60
maquitacushunfin.site,8088,Possible Hak5 Cloud C2 Domain (Unverified),146.190.211.163
martin902.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),51.68.220.158
mazartest.diwanstechsol.com,7443,Possible Mythic Domain (Unverified),159.198.75.180
mb31.mb.pt.y-sec.org,443,Possible BurpSuite Collaborator Domain (Unverified),3.76.175.23
mcschennai.com,443,Possible Evilginx/EvilGoPhish Domain (Unverified),149.56.12.202
md.vavle.fun,443,Possible PureRAT Domain (Unverified),80.97.160.38
mk.xak58.beer,7443,Possible Mythic Domain (Unverified),204.0.56.147
moldova.goqik.uk,65432,Possible AdaptixC2 Domain (Unverified),80.96.108.225
